SQ_CANDIDATO
130001127374
130000784170
130001030654
130000916822
130000926692
130001075693
130000971326
130000675258
130001049403
130001071725
130001218886
130000667611
130000736253
130000740048
130000871597
130001174249
130000849179
130000783018
130000945532
130001105591
130001166783
130001125865
130001051752
130000859219
130000766839
130001207623
130001128483
130000653453
130001143760
130000834894
130001211744
130000800855
130001250978
130000644604
130001169561
130001171663
130001235881
130000884435
130000683487
130001171373
130001189042
130001180708
130000700932
130000802894
130001000415
130000963622
130000722478
130000639206
130000790560
130000772251
130000866104
130001070092
130001122010
130001242901
130000808614
130000806079
130000780186
130001226853
130000852490
130000744484
130000673969
130000872678
130000874631
130000760763
130000640135
130000677951
130000986596
130001209736
130000840439
130001069334
130000772774
130000742618
130000856109
130000686611
130000799251
130000634447
130001106432
130001051934
130001200319
130000953647
130000798149
130001169654
130000848222
130000933683
130000743841
130001042331
130000996528
130000791232
130000840293
130000792905
130001140754
130000817176
130000785642
130001064987
130001056331
130001144053
130001068344
130000722559
130001086280
130000675731
130000982707
130000929157
130000775447
130000976622
130000656641
130001209892
130001193181
130000873098
130001068113
130001156846
130001074111
130000946996
130000868441
130001245752
130001119095
130000974302
130000947208
130000845311
130000827103
130000946448
130000864418
130000849810
130000663401
130000887194
130000997915
130001151598
130000733553
130001142082
130000859772
130000710521
130001070881
130001155261
130000739242
130001107432
130000765168
130001194035
130000800341
130000973046
130000801498
130000817402
130001241154
130000797578
130000773356
130001073747
130000867487
130000694516
130000832987
130000690468
130001040484
130000684289
130000767662
130000791508
130000636384
130001241975
130001181757
130001180364
130001235447
130001102106
130000684242
130000817413
130000693604
130000884328
130001136873
130001149330
130001041522
130000968466
130000652318
130000924079
130000740076
130000689398
130001090320
130001177769
130000851612
130001169878
130001241833
130001172412
130000639176
130000775360
130001113320
130001246656
130001113222
130000635215
130000759894
130001251222
130001158052
130000688875
130000792971
130000747488
130000755066
130000936341
130000776236
130000981963
130001170263
130000834408
130000947649
130001251620
130001147227
130001192563
130001124022
130000780833
130001193683
130001104389
130001212380
130001083986
130000961565
130001200998
130000994543
130000774630
130000995519
130000740172
130000726160
130000878959
130001174178
130000873130
130000981063
130001130652
130000807414
130000794382
130000785548
130001190040
130000943935
130001023237
130001128798
130000736318
130001003604
130000740108
130001167408
130000684721
130000639706
130000764739
130001224485
130000633196
130000878686
130001005794
130001224329
130000743792
130000819262
130001106222
130001182280
130001197033
130001145264
130000874660
130001047858
130000929441
130000636644
130000801586
130000865714
130000757136
130001120611
130000943216
130000990829
130000928409
130001144542
130001230351
130000679620
130001182668
130000941800
130000816322
130000943071
130000657446
130000774540
130001250020
130000743879
130000676383
130000637166
130001207062
130000981313
130001208961
130001174250
130001038419
130000800792
130001242723
130000881666
130001004037
130001105009
130001016068
130001105575
130001045970
130000690073
130000872280
130000748680
130000739981
130000691441
130001067599
130000736807
130000722627
130000840207
130000755986
130001070456
130001132635
130001133216
130000641275
130001133373
130000825125
130001215006
130001089154
130001092467
130000631781
130001216265
130001109018
130000681989
130000660652
130000649114
130001213579
130000832489
130000691710
130000639359
130000640047
130001119405
130000849805
130000692020
130001012329
130000773574
130000864423
130000664983
130001229225
130001065350
130000826732
130001149117
130000642210
130001042247
130001083098
130000946004
130001213580
130001116831
130000790072
130000723153
130000945314
130001046280
130000745373
130000640192
130000842065
130001214590
130000707980
130000710799
130001010316
130000741315
130000937006
130000800254
130000688757
130000803311
130000757723
130001054073
130000676301
130000790526
130000862235
130000642583
130000779784
130000634903
130000868163
130000868277
130000722545
130001188836
130000779540
130000676568
130000640967
130001175932
130001147331
130000788121
130001033150
130000865044
130000911637
130001120012
130001006507
130000750957
130000648306
130001047645
130001202011
130000928906
130001086351
130001093476
130000769438
130001134855
130000693726
130000964610
130000684248
130000635228
130000772496
130000866563
130000981391
130000882805
130000859392
130001032459
130001217869
130001213014
130001036606
130001214379
130001060713
130000755387
130000982421
130000743231
130000791125
130001199654
130001056735
130001008706
130000632392
130001202891
130000939833
130001175402
130000815564
130001130732
130000736333
130001153499
130001069804
130000823729
130000849338
130001080116
130000979070
130001131846
130001119835
130000984276
130000943359
130000642803
130000632307
130001037675
130001087281
130001010319
130001051141
130000745160
130001168093
130000839805
130000782432
130000742479
130001134389
130000786657
130000937951
130000707111
130001171651
130000990939
130001037827
130000743817
130000717935
130001168309
130001059236
130001023623
130001067695
130001117471
130000658797
130001000774
130000691129
130000653149
130000639690
130001005947
130000718547
130000743861
130000746206
130000643419
130000768837
130001203419
130000691290
130001132259
130000826790
130000972663
130000942800
130001067596
130001175620
130001000797
130001023959
130001002346
130000979889
130000848806
130000919691
130000722306
130000759736
130000676838
130001005767
130001079301
130000643937
130000874171
130001079077
130001097349
130000787270
130001138849
130001180868
130001036750
130000877255
130000796477
130001063709
130001166480
130001005348
130000860613
130000950296
130000856371
130000858398
130001219445
130001130521
130000755988
130000912834
130000851205
130000872923
130001101538
130001101559
130001060489
130000992049
130000947449
130000842282
130001222687
130000654101
130001100532
130000663530
130001123062
130001185726
130000832096
130000800272
130000694627
130001211072
130000950637
130000795632
130000941184
130000642631
130001072190
130000731617
130000806989
130001172422
130001079196
130001032912
130000649278
130001086845
130000692564
130000852905
130001172101
130000664110
130001230115
130001169073
130001064097
130001059633
130001114313
130000639710
130000676470
130000876346
130001199592
130000856667
130001221736
130000639522
130000633281
130001194025
130001230233
130001133059
130000827417
130000718311
130000737940
130000688981
130000947558
130000685246
130001039524
130001054061
130001092335
130000703129
130001010970
130001086328
130000684225
130000674847
130001000762
130001063985
130000767059
130001060173
130000833162
130000766985
130001211960
130001036926
130001189588
130001094721
130000962396
130000815695
130000639132
130000805499
130000636519
130001091960
130000873395
130000639650
130001154452
130000785904
130000923374
130001122927
130001171137
130000635195
130000783615
130000738684
130000640897
130001168801
130000632423
130000886753
130000698101
130000866514
130001086274
130001145364
130000758196
130000897415
130000748652
130001211273
130001132120
130000669344
130001091360
130001060885
130001143958
130000770437
130000669106
130000772291
130001146680
130000999420
130000885911
130000640784
130000687938
130000744414
130000926026
130000641194
130000641331
130000689576
130000743458
130000738525
130000803009
130001181053
130001038390
130000841879
130001030853
130000891599
130000686804
130000768613
130001176239
130001072174
130000743422
130000635382
130000846629
130001198541
130000990805
130000820575
130001170405
130001044615
130001173792
130000851476
130001027745
130001145444
130000854453
130000940703
130000956053
130001040904
130000680761
130000859011
130001123288
130000691851
130000679525
130001164852
130001194231
130000825838
130001134403
130000847514
130000767845
130001040220
130000986232
130000736720
130000942796
130000951341
130000652635
130000800790
130001127546
130000767846
130000775600
130000875298
130001196126
130001106015
130000856618
130001007571
130001102976
130001130147
130001013423
130000832780
130000876395
130000924281
130001022487
130000994917
130000879918
130001149225
130000778654
130000988278
130000798194
130000738200
130000875364
130000780832
130001098943
130000731961
130001063468
130001171600
130000639499
130000749815
130001112623
130001168799
130001154429
130001094894
130001138833
130001002268
130001221340
130000848308
130001144030
130001067461
130000755989
130000865069
130001170610
130001131488
130000758096
130000640769
130001167795
130001032431
130000773284
130001041195
130001036294
130001037210
130000746324
130000652713
130000830023
130000877639
130000668224
130001170966
130000641746
130000740989
130000991727
130000710936
130000642798
130000739272
130001071218
130000986720
130001177117
130001081616
130000817181
130000689622
130000633070
130001189591
130001169760
130000827130
130001090049
130000765653
130001216818
130000924031
130000845380
130000792511
130000639146
130000661878
130000731261
130001023174
130001096020
130000825901
130000681987
130001094057
130000703737
130000671880
130000873373
130000666146
130001121160
130001073555
130000742811
130001115436
130001026062
130000806277
130000762564
130001008126
130001046294
130000732036
130001065159
130000731013
130000632603
130000859476
130001175751
130000867713
130000632564
130001191703
130000746901
130000783070
130001122648
130000639208
130000801830
130000804903
130000737673
130000634014
130000683581
130000797402
130001038873
130000739858
130000748427
130001075095
130000691772
130001238065
130000763022
130000879608
130001169940
130000767911
130000957794
130001022592
130000639184
130000658751
130000740061
130001238336
130001184635
130000918585
130001087500
130001166767
130000762652
130001105782
130001171700
130000690471
130000994412
130000802973
130000788563
130000888175
130000933695
130000865088
130000880426
130001055341
130001063928
130001109410
130001111450
130000864885
130000946077
130000872983
130000634587
130000826288
130000727646
130000839225
130000762445
130000882760
130000643896
130001072250
130001005075
130001107203
130000877539
130000994951
130001170317
130001010286
130001053377
130000933016
130000641398
130001012501
130001184342
130001012916
130000678068
130000633539
130001202207
130000745886
130000838600
130000772084
130001088469
130000747745
130000847535
130001033652
130001038778
130000826278
130001027969
130000773420
130000933479
130001206491
130000864562
130000925305
130000826825
130000732798
130000689223
130001104463
130000875202
130000641466
130000752849
130000689363
130000785310
130000644189
130001120270
130001176536
130001142419
130000640768
130000954402
130000678322
130001073222
130000681227
130001005006
130001012099
130000801595
130001069651
130000750159
130001171576
130000663725
130001011441
130000651549
130001226721
130000865350
130000746192
130001113065
130000733978
130000872759
130001115504
130000796533
130000678684
130000734576
130000991350
130000642870
130001175127
130000732921
130000827350
130000758207
130000862721
130000662154
130000859188
130000988753
130001172918
130001073155
130000717972
130001180688
130000635186
130000634904
130000795143
130001011200
130001072707
130001065547
130000829338
130000769125
130000733004
130000655606
130001211137
130000719498
130000735354
130001129352
130000933551
130001168383
130000977491
130001022485
130000944745
130000681443
130000689721
130001139626
130001177218
130000980679
130001008312
130000786858
130000632071
130001100718
130001109493
130001180051
130000722675
130000688979
130000690504
130000652911
130001200149
130001063561
130001120548
130001180280
130001059067
130001068717
130001177367
130000646205
130000728472
130001233624
130000857782
130000844207
130000950132
130001213229
130000661706
130001030522
130000933681
130000857161
130000709869
130001033615
130000818178
130000759595
130000965822
130000926477
